"","year","species_group_code","species_group_name","species_name","retained_or_discarded","agency_gear_code","conf_flag","catch_mt","matched_name","node"
"7334",2019,"PCOD","Pacific Cod","cod, Pacific (gray)","D","PTR",0,29.0330189375,"Pacific cod","51"
"7335",2019,"PCOD","Pacific Cod","cod, Pacific (gray)","R","HAL",0,2320.5596376217,"Pacific cod","51"
"7336",2019,"PCOD","Pacific Cod","cod, Pacific (gray)","R","JIG",0,506.851234743,"Pacific cod","51"
"7337",2019,"PCOD","Pacific Cod","cod, Pacific (gray)","R","NPT",0,3476.6160281326,"Pacific cod","51"
"7338",2019,"PCOD","Pacific Cod","cod, Pacific (gray)","R","POT",0,7510.3894079863,"Pacific cod","51"
"7339",2019,"PCOD","Pacific Cod","cod, Pacific (gray)","R","PTR",0,266.9294361905,"Pacific cod","51"
"7340",2019,"PLCK","Pollock","pollock, walleye","D","HAL",0,13.0596546795,"Walleye pollock","53"
"7341",2019,"PLCK","Pollock","pollock, walleye","D","NPT",0,513.1813375283,"Walleye pollock","53"
"7342",2019,"PLCK","Pollock","pollock, walleye","D","POT",0,0.1502590664,"Walleye pollock","53"
"7343",2019,"PLCK","Pollock","pollock, walleye","D","PTR",0,529.9836211441,"Walleye pollock","53"
"7344",2019,"PLCK","Pollock","pollock, walleye","R","HAL",0,12.014083497,"Walleye pollock","53"
"7345",2019,"PLCK","Pollock","pollock, walleye","R","JIG",0,0.0850069126,"Walleye pollock","53"
"7346",2019,"PLCK","Pollock","pollock, walleye","R","NPT",0,4140.0802709386,"Walleye pollock","53"
"7347",2019,"PLCK","Pollock","pollock, walleye","R","POT",0,1.1435711634,"Walleye pollock","53"
"7348",2019,"PLCK","Pollock","pollock, walleye","R","PTR",0,105439.573705138,"Walleye pollock","53"
"7349",2019,"POPA","Pacific Ocean Perch","perch, Pacific ocean","D","HAL",0,0.8591722662,"Pacific ocean perch","43"
"7350",2019,"POPA","Pacific Ocean Perch","perch, Pacific ocean","D","NPT",0,1518.6954830357,"Pacific ocean perch","43"
"7351",2019,"POPA","Pacific Ocean Perch","perch, Pacific ocean","D","PTR",0,175.9415785414,"Pacific ocean perch","43"
"7352",2019,"POPA","Pacific Ocean Perch","perch, Pacific ocean","R","HAL",0,0.1209496616,"Pacific ocean perch","43"
"7353",2019,"POPA","Pacific Ocean Perch","perch, Pacific ocean","R","NPT",0,13199.1724347664,"Pacific ocean perch","43"
"7355",2019,"POPA","Pacific Ocean Perch","perch, Pacific ocean","R","PTR",0,7287.8581761597,"Pacific ocean perch","43"
"7444",2019,"SABL","Sablefish","sablefish (blackcod)","D","HAL",0,249.1985881116,"Sablefish","49"
"7445",2019,"SABL","Sablefish","sablefish (blackcod)","D","NPT",0,1262.9405584177,"Sablefish","49"
"7446",2019,"SABL","Sablefish","sablefish (blackcod)","D","POT",0,579.340750237,"Sablefish","49"
"7447",2019,"SABL","Sablefish","sablefish (blackcod)","D","PTR",0,3.9474796306,"Sablefish","49"
"7448",2019,"SABL","Sablefish","sablefish (blackcod)","R","HAL",0,3205.673800713,"Sablefish","49"
"7449",2019,"SABL","Sablefish","sablefish (blackcod)","R","NPT",0,957.6726587687,"Sablefish","49"
"7450",2019,"SABL","Sablefish","sablefish (blackcod)","R","POT",0,1498.2404376183,"Sablefish","49"
"7451",2019,"SABL","Sablefish","sablefish (blackcod)","R","PTR",0,55.850497322,"Sablefish","49"
"7452",2019,"SCLP","Sculpin","sculpin, bigmouth","D","HAL",0,2.2354038763,"Large sculpins","55"
"7453",2019,"SCLP","Sculpin","sculpin, bigmouth","D","NPT",0,42.7451749191,"Large sculpins","55"
"7455",2019,"SCLP","Sculpin","sculpin, general","D","HAL",0,0.0171113702,"Large sculpins","55"
"7456",2019,"SCLP","Sculpin","sculpin, general","D","NPT",0,9.014991335,"Large sculpins","55"
"7457",2019,"SCLP","Sculpin","sculpin, general","R","HAL",0,0.2496572403,"Large sculpins","55"
"7459",2019,"SCLP","Sculpin","sculpin, general","R","NPT",0,7.214386644,"Large sculpins","55"
"7460",2019,"SCLP","Sculpin","sculpin, general","R","POT",0,0.1465103356,"Large sculpins","55"
"7461",2019,"SCLP","Sculpin","sculpin, general","R","PTR",0,0.6137104765,"Large sculpins","55"
"7462",2019,"SCLP","Sculpin","sculpin, great","D","HAL",0,31.3791324544,"Large sculpins","55"
"7463",2019,"SCLP","Sculpin","sculpin, great","D","NPT",0,39.6622080759,"Large sculpins","55"
"7464",2019,"SCLP","Sculpin","sculpin, great","D","POT",0,3.9248022378,"Large sculpins","55"
"7466",2019,"SCLP","Sculpin","sculpin, other large","D","HAL",0,172.2739288145,"Large sculpins","55"
"7467",2019,"SCLP","Sculpin","sculpin, other large","D","NPT",0,4.0161493426,"Large sculpins","55"
"7468",2019,"SCLP","Sculpin","sculpin, other large","D","POT",0,27.1914555541,"Large sculpins","55"
"7470",2019,"SCLP","Sculpin","sculpin, plain","D","HAL",0,0.468272318,"Large sculpins","55"
"7471",2019,"SCLP","Sculpin","sculpin, plain","D","NPT",0,3.5472663285,"Large sculpins","55"
"7472",2019,"SCLP","Sculpin","sculpin, yellow irish lord","D","HAL",0,47.3712308812,"Large sculpins","55"
"7473",2019,"SCLP","Sculpin","sculpin, yellow irish lord","D","NPT",0,237.318512867,"Large sculpins","55"
"7474",2019,"SCLP","Sculpin","sculpin, yellow irish lord","D","POT",0,3.3788581495,"Large sculpins","55"
"7535",2019,"USRK","Shark","Pacific sleeper shark","D","HAL",0,62.1602095558,"Salmon shark","28"
"7536",2019,"USRK","Shark","Pacific sleeper shark","D","NPT",0,23.310797859,"Salmon shark","28"
"7538",2019,"USRK","Shark","shark, other","D","HAL",0,4.4507662969,"Salmon shark","28"
"7539",2019,"USRK","Shark","shark, other","R","NPT",0,1.2088236661,"Salmon shark","28"
"7540",2019,"USRK","Shark","shark, other","R","PTR",0,0.6499978661,"Salmon shark","28"
"7541",2019,"USRK","Shark","shark, salmon","D","HAL",0,0.0104844252,"Salmon shark","28"
"7542",2019,"USRK","Shark","shark, salmon","D","NPT",0,1.0981861652,"Salmon shark","28"
"7543",2019,"USRK","Shark","shark, salmon","D","PTR",0,12.5176728812,"Salmon shark","28"
"7545",2019,"USRK","Shark","shark, salmon","R","PTR",0,0.7910650931,"Salmon shark","28"
"7546",2019,"USRK","Shark","shark, spiny dogfish","D","HAL",0,485.5720091461,"Salmon shark","28"
"7547",2019,"USRK","Shark","shark, spiny dogfish","D","NPT",0,427.3074480163,"Salmon shark","28"
"7548",2019,"USRK","Shark","shark, spiny dogfish","D","POT",0,1.8360808395,"Salmon shark","28"
"7550",2019,"USRK","Shark","shark, spiny dogfish","R","NPT",0,18.3918979399,"Salmon shark","28"
"7551",2019,"USRK","Shark","shark, spiny dogfish","R","PTR",0,19.6203647594,"Salmon shark","28"
"7552",2020,"AMCK","Atka Mackerel","greenling, atka mackerel","D","HAL",0,0.0763869407,"Atka mackerel","57"
"7553",2020,"AMCK","Atka Mackerel","greenling, atka mackerel","D","NPT",0,93.8716520693,"Atka mackerel","57"
"7554",2020,"AMCK","Atka Mackerel","greenling, atka mackerel","R","NPT",0,513.5266290988,"Atka mackerel","57"
"7556",2020,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","HAL",0,46.5872493961,"Arrowtooth flounder","35"
"7557",2020,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","NPT",0,1069.227402787,"Arrowtooth flounder","35"
"7558",2020,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","POT",0,164.0842506333,"Arrowtooth flounder","35"
"7559",2020,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","PTR",0,0.7022882756,"Arrowtooth flounder","35"
"7560",2020,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","HAL",0,3.8133115924,"Arrowtooth flounder","35"
"7561",2020,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","NPT",0,19475.8134378062,"Arrowtooth flounder","35"
"7563",2020,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","PTR",0,355.6714303428,"Arrowtooth flounder","35"
"7587",2020,"FSOL","Flathead Sole","sole, flathead","D","HAL",0,0.0603073329,"Flathead sole","39"
"7588",2020,"FSOL","Flathead Sole","sole, flathead","D","NPT",0,46.3374350963,"Flathead sole","39"
"7589",2020,"FSOL","Flathead Sole","sole, flathead","R","NPT",0,1800.166363648,"Flathead sole","39"
"7590",2020,"FSOL","Flathead Sole","sole, flathead","R","PTR",0,64.7662545859,"Flathead sole","39"
"7591",2020,"HLBT","Halibut","halibut, Pacific","D","HAL",0,1995.5640554511,"Pacific halibut","33"
"7592",2020,"HLBT","Halibut","halibut, Pacific","D","POT",0,20.6632246842,"Pacific halibut","33"
"7593",2020,"HLBT","Halibut","halibut, Pacific","R","HAL",0,3466.8806425716,"Pacific halibut","33"
"7594",2020,"HLBT","Halibut","halibut, Pacific","R","JIG",0,3.7793435641,"Pacific halibut","33"
"7595",2020,"HLBT","Halibut","halibut, Pacific","R","POT",0,27.7840098754,"Pacific halibut","33"
"7607",2020,"OCTP","Octopus","octopus, North Pacific","D","HAL",0,4.5075819197,"Octopus","62"
"7608",2020,"OCTP","Octopus","octopus, North Pacific","D","NPT",0,42.9131178378,"Octopus","62"
"7609",2020,"OCTP","Octopus","octopus, North Pacific","D","POT",0,1.5790263943,"Octopus","62"
"7611",2020,"OCTP","Octopus","octopus, North Pacific","R","HAL",0,0.9163495459,"Octopus","62"
"7612",2020,"OCTP","Octopus","octopus, North Pacific","R","NPT",0,13.5211349571,"Octopus","62"
"7613",2020,"OCTP","Octopus","octopus, North Pacific","R","POT",0,12.0514423071,"Octopus","62"
"7614",2020,"OCTP","Octopus","octopus, North Pacific","R","PTR",0,1.5490179434,"Octopus","62"
"7615",2020,"PCOD","Pacific Cod","cod, Pacific (gray)","D","HAL",0,250.0372151266,"Pacific cod","51"
"7616",2020,"PCOD","Pacific Cod","cod, Pacific (gray)","D","NPT",0,1079.5379140473,"Pacific cod","51"
"7617",2020,"PCOD","Pacific Cod","cod, Pacific (gray)","D","POT",0,26.8967208301,"Pacific cod","51"
"7619",2020,"PCOD","Pacific Cod","cod, Pacific (gray)","R","HAL",0,119.9564222746,"Pacific cod","51"
"7620",2020,"PCOD","Pacific Cod","cod, Pacific (gray)","R","JIG",0,488.1034270784,"Pacific cod","51"
"7621",2020,"PCOD","Pacific Cod","cod, Pacific (gray)","R","NPT",0,2121.7813599893,"Pacific cod","51"
"7622",2020,"PCOD","Pacific Cod","cod, Pacific (gray)","R","POT",0,1774.1694211297,"Pacific cod","51"
"7623",2020,"PCOD","Pacific Cod","cod, Pacific (gray)","R","PTR",0,224.7668538084,"Pacific cod","51"
"7624",2020,"PLCK","Pollock","pollock, walleye","D","HAL",0,0.097597932,"Walleye pollock","53"
"7625",2020,"PLCK","Pollock","pollock, walleye","D","NPT",0,140.9503046787,"Walleye pollock","53"
"7626",2020,"PLCK","Pollock","pollock, walleye","D","PTR",0,360.6346441754,"Walleye pollock","53"
"7627",2020,"PLCK","Pollock","pollock, walleye","R","JIG",0,0.9272353739,"Walleye pollock","53"
"7628",2020,"PLCK","Pollock","pollock, walleye","R","NPT",0,4740.4965399129,"Walleye pollock","53"
"7629",2020,"PLCK","Pollock","pollock, walleye","R","POT",0,0.3184311006,"Walleye pollock","53"
"7630",2020,"PLCK","Pollock","pollock, walleye","R","PTR",0,94727.6402148425,"Walleye pollock","53"
"7632",2020,"POPA","Pacific Ocean Perch","perch, Pacific ocean","D","NPT",0,890.914801887,"Pacific ocean perch","43"
"7633",2020,"POPA","Pacific Ocean Perch","perch, Pacific ocean","D","PTR",0,239.9624041991,"Pacific ocean perch","43"
"7634",2020,"POPA","Pacific Ocean Perch","perch, Pacific ocean","R","NPT",0,11607.6021871687,"Pacific ocean perch","43"
"7635",2020,"POPA","Pacific Ocean Perch","perch, Pacific ocean","R","PTR",0,10986.3982418785,"Pacific ocean perch","43"
"7720",2020,"SABL","Sablefish","sablefish (blackcod)","D","HAL",0,149.3015609765,"Sablefish","49"
"7721",2020,"SABL","Sablefish","sablefish (blackcod)","D","NPT",0,1229.7375015701,"Sablefish","49"
"7722",2020,"SABL","Sablefish","sablefish (blackcod)","D","POT",0,111.9727400849,"Sablefish","49"
"7724",2020,"SABL","Sablefish","sablefish (blackcod)","R","HAL",0,1416.2116885548,"Sablefish","49"
"7725",2020,"SABL","Sablefish","sablefish (blackcod)","R","NPT",0,971.1938921191,"Sablefish","49"
"7726",2020,"SABL","Sablefish","sablefish (blackcod)","R","POT",0,3577.9046898153,"Sablefish","49"
"7727",2020,"SABL","Sablefish","sablefish (blackcod)","R","PTR",0,46.2894932195,"Sablefish","49"
"7728",2020,"SCLP","Sculpin","sculpin, bigmouth","D","HAL",0,5.2353646205,"Large sculpins","55"
"7729",2020,"SCLP","Sculpin","sculpin, bigmouth","D","NPT",0,29.3861993203,"Large sculpins","55"
"7730",2020,"SCLP","Sculpin","sculpin, bigmouth","D","POT",0,0.1004039341,"Large sculpins","55"
"7731",2020,"SCLP","Sculpin","sculpin, general","D","HAL",0,0.0030762388,"Large sculpins","55"
"7732",2020,"SCLP","Sculpin","sculpin, general","D","NPT",0,4.2315063752,"Large sculpins","55"
"7733",2020,"SCLP","Sculpin","sculpin, general","D","POT",0,0.0236776381,"Large sculpins","55"
"7736",2020,"SCLP","Sculpin","sculpin, general","R","NPT",0,3.364954054,"Large sculpins","55"
"7738",2020,"SCLP","Sculpin","sculpin, general","R","PTR",0,0.2358680325,"Large sculpins","55"
"7739",2020,"SCLP","Sculpin","sculpin, great","D","HAL",0,2.2568638117,"Large sculpins","55"
"7740",2020,"SCLP","Sculpin","sculpin, great","D","NPT",0,52.5511919537,"Large sculpins","55"
"7742",2020,"SCLP","Sculpin","sculpin, other large","D","HAL",0,126.1495185263,"Large sculpins","55"
"7743",2020,"SCLP","Sculpin","sculpin, other large","D","NPT",0,42.5365045089,"Large sculpins","55"
"7744",2020,"SCLP","Sculpin","sculpin, other large","D","POT",0,0.0197446114,"Large sculpins","55"
"7745",2020,"SCLP","Sculpin","sculpin, plain","D","NPT",0,3.5522207928,"Large sculpins","55"
"7746",2020,"SCLP","Sculpin","sculpin, yellow irish lord","D","HAL",0,12.7007041618,"Large sculpins","55"
"7747",2020,"SCLP","Sculpin","sculpin, yellow irish lord","D","NPT",0,260.0149419935,"Large sculpins","55"
"7748",2020,"SCLP","Sculpin","sculpin, yellow irish lord","D","POT",0,0.2467515034,"Large sculpins","55"
"7804",2020,"USRK","Shark","Pacific sleeper shark","D","HAL",0,53.4144242979,"Salmon shark","28"
"7805",2020,"USRK","Shark","Pacific sleeper shark","D","NPT",0,22.1807621882,"Salmon shark","28"
"7806",2020,"USRK","Shark","Pacific sleeper shark","D","POT",0,0.1521074224,"Salmon shark","28"
"7807",2020,"USRK","Shark","Pacific sleeper shark","D","PTR",0,13.6405755469,"Salmon shark","28"
"7809",2020,"USRK","Shark","Pacific sleeper shark","R","PTR",0,2.8657965935,"Salmon shark","28"
"7810",2020,"USRK","Shark","shark, other","D","HAL",0,1.322791168,"Salmon shark","28"
"7812",2020,"USRK","Shark","shark, other","D","POT",0,0.0199547616,"Salmon shark","28"
"7815",2020,"USRK","Shark","shark, other","R","PTR",0,0.4272840125,"Salmon shark","28"
"7816",2020,"USRK","Shark","shark, salmon","D","HAL",0,0.0054197879,"Salmon shark","28"
"7817",2020,"USRK","Shark","shark, salmon","D","NPT",0,4.8801970839,"Salmon shark","28"
"7818",2020,"USRK","Shark","shark, salmon","D","PTR",0,25.6311440509,"Salmon shark","28"
"7820",2020,"USRK","Shark","shark, salmon","R","PTR",0,3.844648928,"Salmon shark","28"
"7821",2020,"USRK","Shark","shark, spiny dogfish","D","HAL",0,447.6525020153,"Salmon shark","28"
"7822",2020,"USRK","Shark","shark, spiny dogfish","D","NPT",0,118.1476175325,"Salmon shark","28"
"7823",2020,"USRK","Shark","shark, spiny dogfish","D","POT",0,2.4107120939,"Salmon shark","28"
"7824",2020,"USRK","Shark","shark, spiny dogfish","D","PTR",0,0.8676728731,"Salmon shark","28"
"7826",2020,"USRK","Shark","shark, spiny dogfish","R","NPT",0,4.1231546433,"Salmon shark","28"
"7827",2020,"USRK","Shark","shark, spiny dogfish","R","PTR",0,23.437027038,"Salmon shark","28"
"7828",2021,"AMCK","Atka Mackerel","greenling, atka mackerel","D","HAL",0,0.0312200361,"Atka mackerel","57"
"7829",2021,"AMCK","Atka Mackerel","greenling, atka mackerel","D","NPT",0,107.0379131201,"Atka mackerel","57"
"7830",2021,"AMCK","Atka Mackerel","greenling, atka mackerel","R","NPT",0,828.2892977093,"Atka mackerel","57"
"7831",2021,"AMCK","Atka Mackerel","greenling, atka mackerel","R","PTR",0,3.9666652755,"Atka mackerel","57"
"7832",2021,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","HAL",0,69.4001470409,"Arrowtooth flounder","35"
"7833",2021,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","NPT",0,1469.5656207353,"Arrowtooth flounder","35"
"7834",2021,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","POT",0,196.7417210378,"Arrowtooth flounder","35"
"7835",2021,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","PTR",0,0.4646383422,"Arrowtooth flounder","35"
"7836",2021,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","HAL",0,0.5508929178,"Arrowtooth flounder","35"
"7837",2021,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","NPT",0,7698.6573403394,"Arrowtooth flounder","35"
"7839",2021,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","PTR",0,410.9189577455,"Arrowtooth flounder","35"
"7870",2021,"FSOL","Flathead Sole","sole, flathead","D","HAL",0,9.6231201085,"Flathead sole","39"
"7871",2021,"FSOL","Flathead Sole","sole, flathead","D","NPT",0,135.1685623679,"Flathead sole","39"
"7872",2021,"FSOL","Flathead Sole","sole, flathead","R","NPT",0,498.3193927895,"Flathead sole","39"
"7874",2021,"FSOL","Flathead Sole","sole, flathead","R","PTR",0,63.9538026121,"Flathead sole","39"
"7875",2021,"HLBT","Halibut","halibut, Pacific","D","HAL",0,1992.1127516571,"Pacific halibut","33"
"7876",2021,"HLBT","Halibut","halibut, Pacific","D","POT",0,26.5031644164,"Pacific halibut","33"
"7877",2021,"HLBT","Halibut","halibut, Pacific","R","HAL",0,4061.6706108611,"Pacific halibut","33"
"7879",2021,"HLBT","Halibut","halibut, Pacific","R","POT",0,30.3703511934,"Pacific halibut","33"
"7891",2021,"OCTP","Octopus","octopus, North Pacific","D","HAL",0,6.3614317891,"Octopus","62"
"7892",2021,"OCTP","Octopus","octopus, North Pacific","D","NPT",0,6.7998885836,"Octopus","62"
"7893",2021,"OCTP","Octopus","octopus, North Pacific","D","POT",0,13.8202804166,"Octopus","62"
"7894",2021,"OCTP","Octopus","octopus, North Pacific","D","PTR",0,0.0403747656,"Octopus","62"
"7895",2021,"OCTP","Octopus","octopus, North Pacific","R","HAL",0,1.1035947163,"Octopus","62"
"7898",2021,"OCTP","Octopus","octopus, North Pacific","R","POT",0,23.2387371739,"Octopus","62"
"7900",2021,"PCOD","Pacific Cod","cod, Pacific (gray)","D","HAL",0,332.6201364676,"Pacific cod","51"
"7901",2021,"PCOD","Pacific Cod","cod, Pacific (gray)","D","NPT",0,913.3568475553,"Pacific cod","51"
"7902",2021,"PCOD","Pacific Cod","cod, Pacific (gray)","D","POT",0,30.2712978107,"Pacific cod","51"
"7904",2021,"PCOD","Pacific Cod","cod, Pacific (gray)","R","HAL",0,3583.2462628137,"Pacific cod","51"
"7905",2021,"PCOD","Pacific Cod","cod, Pacific (gray)","R","JIG",0,1135.8333730949,"Pacific cod","51"
"7906",2021,"PCOD","Pacific Cod","cod, Pacific (gray)","R","NPT",0,4920.1790836656,"Pacific cod","51"
"7907",2021,"PCOD","Pacific Cod","cod, Pacific (gray)","R","POT",0,7619.5781096044,"Pacific cod","51"
"7908",2021,"PCOD","Pacific Cod","cod, Pacific (gray)","R","PTR",0,151.7277771151,"Pacific cod","51"
"7909",2021,"PLCK","Pollock","pollock, walleye","D","HAL",0,23.2771620897,"Walleye pollock","53"
"7910",2021,"PLCK","Pollock","pollock, walleye","D","NPT",0,734.1616411113,"Walleye pollock","53"
